review,label
القانون اساسه الشريعة طبعا . ,positive
هنقول ايه حاجة ترفع الضغط والسكر . ,negative
لا والف لا . ,negative
بحاول اذاكر بس كلها محاولات باءت بالفشل . ,negative
يا سلام لو يخترعوا موبايل بخدمة بلاك بيري وبطارية نوكيا ومميزات ايفون  والعاب الأيباد وسلك شاحن كبير  . ,positive
ده احنا هنشوف ايام طين الطين . ,negative
الزهق هيقتلنى يا جدعان. ,negative
اهو غلاسه كده . ,negative
العمل الطيب مفيش احسن حد. ,positive
انت عليك انك تضحك وانا على بعدها اغرق بالسعادة . ,positive
فى ناس بتحبك علشان عايزه منك مصلحة مش اكتر . ,negative
لما احد يكلمني و أرد بنفس الدقيقه . ليه دايما  يتقال هو انت كنت قاعد على الموبايل ولا ايه .يعنى بروح امه لما يرن اعمل ايه انا  . ,negative
مساءكم انيق  وجميل . ,positive
لا احد مهم مهما كان . ,negative
تعريف المذاكرة :هي الخروج مع الاصحاب  مع الأحساس ب الذنب . ,negative
 طب كويس طمنتني . كنت ابتديت اتوغوغش . ,positive
خفى علينا العصبية دى . ,negative
يحرق ام  الفتي ده على المساء. ,negative
احني ظهرك لله.  ليستقيم اعوجاج قلبك  . ,positive
بجد الكلام ده جميل اوى . ,positive
تعجبني نفسي جداً حين اكمل حديثي معهم و اضحك لهم .رغم يقيني بانهم منافقين  . ,negative
انا اكتر حاجة تنرفزى الستات وهى رايحة صلاة العيد ولابسه  العباية اللى بتلمع والمكياج الكامل . ايه القرف ده . ,negative
لم أخجل يوما من روح الطفله التي تسكني.  فبسببها أبتسم . ,positive
ستات مصر قالت كلمتها  .الدستور ده علي جثتها  . ,negative
بلاش حد يهزأنى .معلش موبايلى بيكتب لوحده . ,negative
انا غاوية الكتابة والرسم . ,positive
ربنا يبعد عنك اى شر . ,positive
اوبا انت بتغلط فيا . ,negative
اتفضلي و كويس انك فهمتي شوية الكلام العجيب الي انا كاتبه ده . ,positive
والله مش بالشكل .فى ناس حلوة بس اخلاقها زفت . ,negative
يعني انا ما صدقت صحيتي من النوم ترجعي تنامي تاني .,negative
الناس اللي كانت بتسأل من غير مصالح والله وحشتوني .,positive
احسن حاجة عجبانى ان محدش بيتكلم فى السياسة دلوقتى .,positive
متغلطش في اللي يغلط فيك ومتحاولش تصلح الغلط بغلط اكبر منه .,positive
انا بحب العيون العسلي  .,positive
اصل دول حزب الطرطور  . ,negative
مفيش حد بيساعدنى ليه . ,negative
طز بحضرتك . ,negative
لنا الشرف طبعا . ,positive
بتنرفز اوى لما اكون مندمج فى فيلم وحد ينده عليا اقوم اعمل حاجة . ,negative
لا يوجد فى قلبى جزء اسود للحقد او الكراهية . ,positive
انا خسرت ناس كتير بكثرة الخلاف فى السياسة  . ,negative
اقول ولا اغور . ,negative
ما شاء الله مبدعين بمعنى الكلمة . ,positive
بما انكم قولتوا لأ في الدستور . يبقى لازم تجددو اسلامكم و تقولوا الشهادتين يا كفار  . ,negative
يا بنى انت تخصص رخامة كدا ليه . ,negative
برتاح اوى لما برسم . ,positive
ثلث القران  لي ولك ولمن بعدك .رتويت . ,positive
احنا كلها شهرين وهنحجز كلنا فى العباسية قسم كامل .يعنى ماتزعليش كلنا هنتقابل هناك . ,negative
الحياة مملة بدون الخناق والعناد . ,negative
لا أعرف احزانكم. لكني أعرف أن القران شفاء لكل عناء . ,negative
اذا أتى الجوع ذهبت الأخلاق . ,negative
فيه ناس كدا أول ما تشوفهم تحس براحة نفسية او انك حابب الشخص ده وانت متعرفوش لسه .,positive
كلنا عندنا اصحاب كتير بس فيهم واحدة كدا بتبقى دى اللى مهونة علينا حاجات كتير .,positive
والله مع اني عارفك من فترة قليلة بس انت واد عسل وامور .,positive
دايما ادعي لغير بالخير عشان الدعوة تتردلك تاني .,positive
عشان تحس بالسعادة لازم تقدمها لغيرك الاول .,positive
اشطا واللي يوصل فينا الاول هو اللي يحجز .,positive
مش قادرة انسى : جبنه نستو يا معفنين . مسخرة يخربيتهم  . ,negative
مليت من القاعده فى البيت .,negative
أهم لقطة فى الافراح المصرية لما العريس يوطى على ودن العروسة و يقولها حاجة . بتبقى كل الناس هتموت وتعرف بيقولوا ايه . .شعب مسخرة .,negative
اقراها من اليمين لليسار . قلت من اليمين لليسار يا محششين    . ,negative
ويبقى الماضي رواية جميلة لا تتكرر. اجمل ذكريات  .,positive
عيب والله اللى بيتقال ده .فى بنات معانا .,negative
المجد للى مش بيذاكروا اساسا .,negative
اللى كان اقرب المقربين إليك .سيأتي يوما ويعود غريباً كما كان .,negative
كالقطط بعض الذكريات بسبع ارواح لا تموت  .,negative
كنت بحب الاغنية دى اوى. وانا صغير ولازلت . ,positive
راحة نفسية بعد ما نظمت الدولاب ورتبته .,positive
الله عليكم يا رجالة شبرا .ربنا يحميكم.,positive
عن الناس اللي مقتنعة بحاجة معينة .فلما تيجي تفهمهم يتريقوا عليك .,negative
لا تؤجل عمل اليوم الى الغد. أجله للاسبوع القادم  هي الدنيا هتطير  .,negative
دى حرب شباشب دى ولا ابه .,negative
أسوأ ما في الطفولة لما تيجى تعيط وفى بقك اكل . بتبقى مش عارف تكمل اكل ولا تتفها علشان تعيط .,negative
صح ده الافضل فعلا .,positive
لم يعد يوجعنى فقدانك يا صديقى  ابدا .,negative
خليكوا شاهدين على التايم لاين  انا اول واحد اتكلمت واديت البنات والستات فى مصر حقهم . علشان كله بيكرر كلامي دلوقتي .,positive
رجعنا لام الاسطوانه المشروخة .,negative
الله يسعد مساك و يفرح قلبك بشفاء الوالد ان شاء الله .,positive
كل عام وانت بألف خير يا عزيزي وأمانيك كلها محققة يا رب العالمين ويديك العافية والصحة .,positive
طالما مش ورايا حاجة . ادخل انام بقى .,positive
انت فهمتنى صح . الله عليك .,positive
انا الفترة دى محتاجة ناس جديدة فى حياتى .,positive
اموت انا فى الغمازتين دول .ايه الجمال ده .,positive
فى ناس محتاجه تتعلم الذوق فعلا . لان معندهاش ذوق .,negative
فكك انت الستات هما الى هيحددوا النتيجه .,positive
الف شكر على الفولو . ويسعدني جدا ويشرفني متابعتكم لي وتواصلكم معايا . وان شاء الله نكون عند حسن ظنكم .,positive
البعض ينام ليحلم بالنجاح.  بينما  البعض الاخر يستيقظ باكراً علشان يسقط.,negative
ابويا ديموقراطى جدا الحمدلله .,positive
يارب أرزقنا النجاح وكل من قال امين .,positive
قمة الذل لما تضرب اخوك الصغير ويفضل يعيط وعلشان مش عايز حد يسمعه بتقوله خلاص اضربنى .رات الهيبة .,negative
قاعدة واحده مع طفل صغير كفيلة تنسيك كل همومك .,positive
ده معنى الوفاء بعينه .,positive
الصلاة خير من النت . حى على الصلاة .,positive
قد تثقل عليك مصاعب الحياه  .ولكن بالصبر والعزم قد يزول حرف الثاء  .,positive
شيكولاته قلبى الصغير لا يحتمل بصراحه .بعشقها   .,positive
ممبقاش في أي بركة في الرصيد   .,negative
القاضي لو مش عجبكوا روحوا اشتكوا . جتكم القرف .,negative
أتعلمت إني احتفظ بالصور المعفنة لاصحابى .لانى فى يوم من الايام هستخدمها  ضدهم. ,negative
يارب احفظننا من عيون تترقب حياتنا .ومن أنفس سيئة في أخلاقها وفي تعاملها واكفينا شرها.,positive
حافظوا على نطق الشهادة  قبل  النوم.,positive
والله انا شايف ان المدارس تضيع وقت .نظام التعليم اصلا فاشل وكله معتمد على الدروس .,negative
ما شاء الله. ربنا يسعدهم ويجمع ما بينهم في خير  .,positive
الناس مش فالحة الا فى التريقة والنقد.,negative
الله يعافينا ويعافيك .,positive
على فكرة انتي في أحلى حتة فى مصر  .,positive
انا رايحة الساحل  يا حلوين .عايزين حاجة .,positive
القوه قوة القلب  .,positive
انت عيل زنان.,negative
اقترب من الله   .ثمة حياة جميلة لا تراها وأنت بعيد .احبك ربى .,positive
خلف كل امرأة تبكي رجل مش عارف هو عمل ايه بالظبط .,negative
 ‏​‏​‏وان لم يكن لى بالحب حظ فانا صديق رائع عند الأغلب .و هذا يگفيني  .,positive
اخجلتي تواضعنا والله .,positive
روحك حلوة ودمك خفيف . من الاخر عسل .,positive
امبارح لما عيطت .كنت حاسة انى اول مرة ابكى .مللت من كل شئ.,negative
حقيقى بتمتعنا باشعارك الجميلة.,positive
"تتلاشى المستحيلات عندما أقرأ ""إن الله على كل شيء قدير "" . ",positive
المهم إنك تكون قريت مواد الدستور كويس و حكمت عقلك  و كانت نيتك خالصة لوجه الله  .,positive
عندما تزيد الاهتمام . يظنون انك لا تملك غيرهم  .,negative
جميل انك بتشغل وقتك بحاجات مفيدة زى دى .,positive
نعم الله عليكى يا حبيبتى.,positive
ممكن صدفه حلوه تغيرلك حياتك كلها . زى حد عرفته صدفة و يكون بالنسبالك احلى حاجه حصلت  .,positive
اذا طلعنا مسيرات يمنعونا . ربنا ياخدهم .,negative
ليه اعتذر عن الغياب وانت اصلا مش همك.,negative
ربحى دماغك من الناس دى . وابعدى عن اى نقاش معاهم. ,positive
عزيزى المايونيز انت برنس فى نفسك كدا .انا ازاى بحبك كدا .,positive
الحب هو شعور بالذنب عند القسوة . اى تصنع منك شخصا اخر .,positive
طبعا ستاتنا احسن ستات فى العالم .,positive
عصام سلطان والإخوان المسلمون يعلنون النتيجة قبل فرز الأصوات وقبل الجولة الثانية .مؤكدين أن نعم ستحصل على اعلى صوت.  مكشوف عنهم الحجاب .,positive
معروف اخر العنقود سكر معقود  . ,positive
لست بصديق متكامل . و لكني على الاقل اعلم  متى امسك بيد صديقي حينما يحتاجني بجانبه .,positive
انا عارف انى عسل من غير ما تقولوا يا جماعة .,positive
ربنا خلق لينا مخ علشان نفكر بيه . ياريت تفكر بيه .,positive
بسم الله ما شاء الله. اغبيه قوي . ,negative
الواحد بقى قد الفيل من كتر الاكل . ,negative
ده انت كدا هتدخل النار وش . ,negative
مش عارف ايه اللى حصل ليا . كل يوم ازداد افلاسا .فين فلوسى . ,negative
الرجالة مش بتحب النكد  .,positive
لو مش هتعرف تفيد الناس بكلامك يبقي ارحمهم بسكوتك احسن .,positive
ممكن تكتب انت نفسك فى ايه ومتنساش النهاردة الجمعة والجمعة فيها ساعة استجابة. يارب حقق لكل واحد حلمه .,positive
لازم نتعلم من اي جرح اتجرحنا عشان منتجرحش تاني .,positive
حظك حلو المرة دى .,positive
طب ما تكسبي انتي فيها ثواب و متكلميهاش تاني .,positive
هى عافيه يعنى . مش عايز اتناقش معاك يا جع . ,negative
خيرت الشاطرمن يتعدى على شيوخنا في المساجد بسبب حشدهم لنعم . ,negative
احذروا الدائرى دلوقتىف حادثة كبيرة هناك والطريق واقف . ,negative
اللى قال شعار تويتر زى حمامة صابون دوف .لا فى اختلاف بطريقة الطيران نركز بقى .مليتوا البلد . ,negative
الثلاثى المحرم التحدث فيه:الدين السياسة و الجنس . مش عارف ليه. ,negative
اى حد هنا يكتب كلمتين يفتكر انه شاعر ويتعامل معاك على انه نزار قبانى او محمود درويش . ,negative
تكتبلك احب اكون على طبيعتى اللى ربنا خلنى بيها.  وهي تبقي لسه راجعه من عند الكوافير اصلا. كدابين . ,negative
عفوا اشكرك . ,positive
مللت من كل شئ . ,negative
انا عندي فوبيا من اي حيوان اصلا.  بس الكلام ده في سرك ‏. ,negative
انت من الغالين عندى . ,positive
احنا عندنا كونسبت كدا لما اى حاجة تبوظ نطفيها ونشغلها تانى .حتى لو تعبان يقولك نام واصحى وان شاء الله تكون كويس . ,negative
حسن الظن بالله يصنع ما كان مستحيلاً . نسألك طمأنينة يا الله .السكينة يا ارحم الراحمين . ,positive
الجميلات هن من على صلاتهن محافظات  . ,positive
المفروض تسكعوا البرادعى على قفاه . ,negative
أكثر الرجال جمالا  من يتجاهل جميع الاناث من أجل أنثى واحدة  . ,positive
إذا قال أبوك فين الحمار الثاني . فاعلم انك الحمار الأول خذها من الجانب الإيجابي وقول اهم شئ حققت المركز الأول . ,negative
اللى يزعل يزعل . ,negative
كل الاوجاع هدايا ربانيه .  إما تكفير لذنوب وإما سعادة مؤجله لدار البقاء . ,positive
مساءك خير وبركة. مساءك جميل . ,positive
نسبة الطلاق بقت اوفر .شيء مخزي . ,negative
ﻟﻴﺲ كافيا ﺃﻥ ﺗﻤﺘﻠﻚ ﻋﻘﻼ‌ ﺟﻴﺪﺍً. فالمهم ﺃﻥ ﺗﺴﺘﺨﺪﻣﻪ ﺟﻴﺪﺍً. ,positive
صوره مبتكره من علم النفس  : بمجرد إن تركز  ثانيه  مع صفاء الذهن سوف ترى من تحب . ,positive
دى حاجة ولا فى الخيال . ايه الجمال ده . ,positive
يخلق من الشبه اربعين . ربنا يحفظك . ,positive
و الله تويتر ده مسلى جدا فى طابور الأستفتاء . ,positive
البنت المصرية لما تتهزأ فى البيت . اول ما تدخل الاوضه بتاعتها تعيط وتفضل تقول امتى بقى اتجوز ولا ربناا ياخدنى علشان ترتاحوا. ,negative
رب أسعد قلب أمي دائما. ,positive
وفق الله الاخوان النهارده . ,positive
فى ناس كدا تحس انك عايز تديهم قلم على وشهم . ,negative
احياناً نبتسم لتصرفات البعض. ليس لأنها جميله بل لأنها في غاية الوقاحه  . ,negative
أكيد ماما اكتر حد فاهمنى فى الدنيا . ربنا يخليها ليا  . ,positive
حتى إن لم تؤذي أحدا .سوف ياتي من يؤذيك . هكذا هى الحياة أحيانا فلا تنزعج . ,negative
الله عليك يا ريس يا معلمهم . ,positive
حاجة وسخة انك تكون قاعد مع حد عمال يسب فى فلان .واول لما يشوفه يرحب بيه . ,negative
هو الحكم بيتكلم عن ماتش تانى ولا ايه . ,negative
واللي مش هيصون من البداية.  لا يبالغ في البدايه باهتمامه . ,negative
فى ناس كده تحس ان بينهم و بين التفاهم . سوء تفاهم . ,negative
لا تندم على اي يوم في حياتك: فاليوم الجيد يمنحك السعادة واليوم  السيء يمنحك الخبره . فكلاهما مهم لحياه ناجحة  . ,positive
نحن كأقلام التلوين قد لا أكون لونك المفضل و قد لا تعجبك الوان الاخرين.  لكن حتما سنحتاج بعضنا  البعض يوماً  لتكتمل اللوحة . ,positive
البرد حلو لكن التعب اللى بيحصلى بسببه صعب .يحرق البرد والكحة . ,negative
كلمة الأمه هي الكلمة الأخيره . من يبيع الشعب يبشر بالندامه .,negative
"الله صينية يطاطس باللحم , تسلم ايديك .عفارم عليكى     . ",positive
تربيت تحت يدين  امرأه ينحني الورد لروعتها . فيارب أعني على برها . ,positive
وهل هناك اجمل من شخص يهون عليك قسوة الحياة  ويصنع لاجلك الاف الضحكات العفوية . ,positive
خليك حيادي في تعاملك مع الناس  .اكرههم كلهم أد بعض . ,negative
الشعب المصرى  كريم  . ,positive
مش عارف اعمل اى حاجة .حاسس انى فى عالم النوم . مش بصحى . ,negative
نحن نعشق  المطر فقط لأنه يغيب كثيراً . تلك سياستنا في العشق دائما نعشق من  يغيب  . ,negative
عيد ميلاد اليوتيوب النهارده .اليوتيوب وحد الناس .وجعل للجميع صوت. ,positive
ليه الغرور .احنا كلنا هنبقى تراب  فى الاخر . ,negative
قيامك ببعض الأعمال المنزلية لا يقلل من رجولتك. لست أكبر شأناً من الرسول. ,positive
للتخلص من الاكتئاب صلي ركعتين خالصة لوجه الله .وادعي فيها من ادعية الهم والحزن . ,positive
انا بكره الستات المنتقبة اوى . ,negative
لازم الكل يشارك فى مجاعه افريقيا . ,positive
فكرة جديدة برافو  . ,positive
هسيبك تفكر تانى . ,positive
الناس اللى بتبقى على طبيعتها هى دى الناس اللى بتخش قلبك على طول  . ,positive
حين يجتمع  حسن الظن و رقة القلب  . يزيد الانسان رقي  وجمال في اسلوبه . ,positive
موتوا بغيظكم . ,negative
انا بتلكك اصلا . ,negative
الناس اللى قالت نعم للدستور . ها اخذتوا سر وزيت ولا لسه .ربنا ينتقم منكم . ,negative
انا بطالب سيادة الرئيس انه يعملنا استفتاء كله اسبوع  . ده الاستفتاء ده طلع حلو بشكل . ,negative
عاشوا ستات مصر الحلوات . ,positive
الكفار بيقولوا لأ  واحنا معاهم ‎‎. ,negative
انا بنشف هدومى فى الميكرويف . ,negative
ده انت فشخت المنطق . ,negative
اشكرك من كل قلبى . ,positive
الراجل دخل اللجنة قبلنا وقال عامل عملية في رجلي وبتاع وأول ما طلع لقيناه بيجري . لا تخرج قبل ان تقول سبحان الله . ,negative
عجبتني فكرة التصويت الإلكتروني والفرز الإلكتروني. ,positive
من اراد الرحيل فليرحل وله منى ابتسامه من القلب .خلاص مش هنسك فى حد اتانى . ,negative
من يولد لك الضحكات فى احزانك .يستحق ان تهديه قلبك حتى لو كان عابرا او غريبا . ,positive
الاخوان دول اوسخ من انجبتهم مصر  . ,negative
قتلتنى  . ,negative
يا جماعه كفاية كدا مش ناقصه هبل  . ,negative
ربى احفظها بقدر حبى ليها  . ,positive
بكرا اول امتحانات الثانوية العامة .اه يا بطنى  . ,negative
الواحد مهيس على الاخر  . ,negative
مبسوطه اننا هنتقابل بكره ان شاء الله  . ,positive
لما عربيات الكبده تبيع رغيف الكبدة بجنيه .ومؤمن يبيعه 5negative جنيه . اكيد المشكلة فى مؤمن  . ,negative
انت وحدك بين الناس كافى والعمر بوجودك له احساس تانى  . ,positive
أحي قلبك بالإيمان و تجملي بأحسن الكلام لتكوني بصفاتك عنوانا حسنا للإسلام و اجعلي العفة لباسك و الحياء زينتك  . ,positive
حكمة دع  ابتسامتك أول ملامحك. فهي لك صحه وفي الدين صدقه وفي القلب فرحة    . ,positive
ربنا يطول بعمرك بدون كسرات  . ,positive
لو الناس مثلي لكانت الدنيا بخير   . ,positive
فى امل ان شاء الله .اننا نجيب جون تانى  . ,positive
بعشق براءه الاطفال وحركاتهم  . ,positive
انا عصبى جدا. لدرجة مكتوب على جبهتى خطر ، وسريع الاشتعال  . ,negative
مساء الورد والفل .احنا سهرانين معاك للفجر  . ,positive
حكمة عقول البشر ثلاثة : عقول عظيمة  تتكلم عن الأفكار .  وعقول متوسطة تتكلم عن الأحداث  . وعقول صغيرة  تتكلم عن الناس    . ,positive
شباب إسكندرية رفعوا شعار إقطع إيده وإحرق عربيته  . ,negative
مؤشرات اوليه : نتايج الاستفتاء لو مشيت زي ما هي كده فالنتيجه ستكون بلا  .غير كده يبقي تزوير .ربنا يحفظ مصر يارب  . ,positive
ابقوا اقروا الفاتحة علی أرواح أصدقائكم الشهداء إلي حقهم لسه مجاش قبل ما تصوتوا بنعم  . ,negative
معبرة أوى لا تعليق أو نو كومنت   . ,negative
الحمد الله على كل حال  . ,positive
يا مساء العسل  . ,positive
ابى وامى هم الحياة والسعادة والروح والفرح . هم اجمل ما فى الحياة  . ,positive
كنا عايزين نفوز بنتيجة كبيره ودلوقتي خايفين يجي الثاني منهم شيت ,negative
الجنة هى الحلم الوحيد  الذى لا ينتهى .اللهم انا نسالك رضاك والجنة  . ,positive
تخاف المراه على الرجل لأنها أمه .وتخاف منه لأنها اخته. وتخاف بدونه لأنها ابنته .وتخاف عليه لأنها زوجته .أفلأ تستحق ان تخاف الله فيها . ,positive
حب ما تعمل عشان محدش لاقى شغل ماتقرفناش  . ,negative
الواحد متعكنن بسبب الماتش النهارده اوى  . ,negative
ماسمهوش  زبال اسمه عامل نظافة. انت الزبال اللي ترمي الزبالة يا زبالة  . ,negative
الشعب المصرى جواه نيللى كريم صغيرة بتطلع فى ايام الاستفتاء  يقولى لا اقولو اه يقولى اه اقولو لأ  . ,negative
لا انا بحب الحواديت  . ,positive
هناك أناس يتلذذون بالصمت  أحسبني منهم أحيانا. ,positive
وانا شاهده انك منافق  . ,negative
ربنا يوفقك و يوفقنا للي يريح بالنا جميعا باذن الله  . ,positive
و لأني احبك أراك  دون عن البشر . أستشعر كلماتك بمعنى أخر لأني احبكnegative لا مجال للتفاض فانت اغلى من يسكن قلبى   . ,positive
اغلب الشعب كان على شاطئ اسكندرية البوم .عيد سعيد عليكم  . ,positive
هو انا ليه عندى فولورز قليل  . ,negative
نفاقهم مؤلم حد البكاء     . ,negative
ما اجمل ان يكون حولك اصدقاء ينشرون الفرح في طريقك   . ,positive
كم انا فخورة بتواضعك والله . ,positive
الطعنة اللى تعور القلب . هى الطعنه اللى تيجى من حد مش متوقع تتصدم منه  . ,negative
يا شباب و الله انا لسه فى سنة تانيه . محدش يسالنى تانى بقى زهقت  . ,negative
احنا عندنا ازمة عقول  . ,negative
انت بترمى كلام زى الحريم وتطلع تجرى .مالك فى ايه  . ,negative
ياه انا كنت بعشق حل الكلمات المتقاطعه  . ,positive
لا مصر هي الغالبه ان شاء الله  . ,positive
طول ما الأهلى بيكسب هفضل مبسوط  . ,positive
انا محترماك بس علشان الناس اللى فى المنشن  . ,negative
انا هعملك بلوك وش و سامحني بقى . ,negative
لا تحكم على الشخص من شكله بالمدرسة .احداث . ,negative
وكم من ابتسامه أبتسمتها في وجه طفل كان من المفترض ان تكون كف . بس صبرا جميل والله المستعان . ,negative
تحية كبيرة لشعب لبنان  . ,positive
طيب هم الستات اللي فوق ال6negative  سنه هيروحوا يصوتوا بنعم ليه . احب اقولهم اعملوا حاجه مفيده قبل اخرتكوا ربنا ياخدكم  . ,negative
عندما يبدع الرجل فى الطبخ  . ,positive
التظاهر بالسعادة أسهل بكثير من شرح اسباب حزنك لحد  . ,positive
لمسات الصبر تزيد الأمنيات جمالا حين تأتي  . ,positive
يارب اخترلنا الخير انت العالم بالحال . ,positive
أحب نفسي لما أحل مسألة كيميائية و تطلع صح ،أو أحل معادلة رياضية  . ,positive
الواحد حاسس انه مش فى الدنيا اقسم بالله  . ,negative
الله على جمال الالوان    . ,positive
فهم المسنين خلاصة الحياة  لذلك ترى أن أكبر همومهم الصلاة . و السؤال عمن يحبون فقط  . ,positive
انت بتتفلسف على فكرة  . ,negative
مش بعرف اتعامل مع حد مش بيحترم مواعيده  . ,negative
طفل قال لجده عندك أسنان . قال جده لا  .قاله تمام خذ التفاحه دى وخليها أمانه عندك.  من أنذل ماقرأت  . ,negative
في كل الأحوال لابد من الهدوء . و طي الصفحات المزعجه   . ,positive
عامل النظافه رجل مهنته النظافة  ويحتقره أناس مهنتهم القذاره  . ,negative
وهاتى الفولو اللى عليكى   . ,negative
تأمل في حياتك وتأخيراتك وتقديماتك وتيقن أن الأمر به الحكمة الخير  . لله ألطاف خفية   . ,positive
اللهم أسعد كل بيت بشفاء مريضهم   . ,positive
البنات لما تقرر تاكل برا .لازم تصور طبق طبق من الاكل بتاعهم . مش عارف ليه الهبل ده  . ,negative
لأ خلاص مش قايل لحد اني عندي فوبيا حيوانات ‏. علشان محدش يستغلها  . ,positive
جميل أن تبتسموا رغم كل ما يمر بينا .وجميله هي الثقه بأن كل وجع سيمضي يوماً ما   . ,positive
النوم والجوع أكثر إثنين بياثروا فى الاخلاق بتاعتنا   . ,negative
حاجه غريبه فعلا   . ,negative
أحب نفسي لما ينزل وزني  . ,positive
ساعات ناس بتوحشك بس للأسف مش هينفع تتكلموا . أصل هتكلم حد باعك  . ,negative
عندنا ضيفه ولا كل الضيفات  . ,positive
لو حد غريب شاف التويتة دى هيفهمكم غلط فشخ   . ,negative
يارب الايام الجاية يحصل تغيير فى حال البلد ,positive
بتنرفز لو حد نام جمبى بيشخر . ,negative
انا مش مع الثورة واللى حصل فيها ومحدش يضربنى . ده راى . ,negative
الحمدلله على نعمة الإسلام .والله. ,positive
صعبة الحياة من غير موبايل وكمبيوتر .يخربيت كدا موبايلى باظ  . ,negative
ابوس رجل امك اسكت شوية . يخربيتك . ,negative
الخذلان درس  يخبر قلبك ان لا تتعلق بغير الله. يارب ملناش غيرك  . ,positive
يادى الخيبة عليا انا مش لاقية حد اعرفه خالص  هنا على تويتر . خلاص يعنى مفيش اى ناس اعرفهم هنا .ايه النيلة دى ماله الفيسبوك. ,negative
حسبى الله ونعم الوكيل فيه .احسن يستاهل دول هياكلوا الظابط . كفاية ظلم بقى . ,negative
هل تعلم ان المرأة الاخوانجية عندما تهشك طفلها الصغير. بتقوله  يا خواتي  ايه العسل والسكر والزيت ده . ,negative
اصلا مرسى ده عميل . ,negative
نصيحة اللى هينزل من البيت النهارده ياخد جاكت معاه . ,positive
لا ترغم أحد على الاشتياق أليك.  الشوق يأتي لوحده  . ,positive
سأقوم وانظر لنفسي في المراية. واقول لا احد يستحق ان يكون سبب فى حزنى يوما ما . سأضحك بجنون. سافعل اموراً جنونية . ساظهر كبريائي وساعترف بجمالي . ,positive
اللهم امين . ويحفظك ويحفظ لك والديك . ,positive
هى الناس دى مابتشيلش حاجة فى جيوبهم. ,negative
الجميلات هن من يلبسن الحجاب  . ,positive
لا تكن ثقيلاً فيستغنى عنك .ولا تكن خفيفاً فيستهان بك  . ,positive
انا اشوفه بس .ده انا هفشخه . ,negative
‏​لدي أخ خلق فقط لرفع ضغطي . ,negative
فقعتلى المرارة بنت المفقوعه . ,negative
هفضل مبسوط عشان أنا كدة. ومش هتغير عشان حد . ,positive
الرحمة حلوة مفيش كلام . ,positive
تصويت حاشد بلا و النتيجة هتطلع بنعم فى الاخر . ,negative
الناس إلي كدا متخلفة ومش محترمه .الاحسن ان الكل مايتكلمش معاهم . ,negative
انا اعرف المنوفى من وسط الف .بيبان عليهم يا جدع . يارب نخلص منهم . ,negative
لو كانت نتيجة الاستفتاء ده لا .هتبقى المرة الاولى المصريين يقولو فيها لا بعد لا اله الا الله . ,positive
نستطيع أن نتخاصم مع من نحب. ولكن لا نستطيع أن نراهم يتأذون . ,positive
اكثر ما يعجبني  لما امي تقولى ابعدي عن شلتك الفاسدة. ولا تعلم اني الرأس المدبر  ليهم . ,negative
دول كماله عدد وبس للاسف . ,negative
ذات مومنت لما صاحبك يشتم قدام مامتك .اخرس يا فاجر يا منحل يا عدو الله . ,negative
أبتسم وبعمق ليس من أجل شيء إنما لنفسك تلك فإن لها عليك حق . ,positive
كم هى جميلة اللكنة المصرية . ,positive
الفولورز عندى قليلين كدا ليه  . ,negative
 .	انا كنت عايز اقوم معاكم .انتم اللى دبيستونى وخلعتوا يا واطين,negative
مفيش حد يتطوع ويعملي ريتويت ليه. ,negative
من كتر نومى فى البيت حاسس انى هتطرد منه . ,negative
يخش يغش الامتحان كله ويطلع يقول لأهله الحمد لله ربنا وفقنى . ,negative
اذكر الله تسعد . ,positive
الحل الوحيد للزحمة ان نص الشعب يسافر .خلينا نعرف نروح شغلنا بدل البهدلة والمرمطة كل يوم دى . ,negative
اليوم يوم جميل كلمت صاحبتي من أيام الابتدائي . وفرحت لما سمعت صوتها  فيارب لا تحرمني منها . ,positive
انا فى طريق و الحظ فى طريق و مستحيل نتقابل حتى بالغلط. ,negative
اوف فى اكتر من كدا نفاق . ,negative
لميس الحديدي كان كل همها النهاردة تعرف ليه الرئيس مرسى غير محل اقامته ومراته لا .عايزة الوليه دى ضرب النار. ,negative
تعبت نفسيا من التطبيل بكل مكان و بكل قناة و إذاعة . ,negative
بس انتوا برضه مفضوحين يا اعلام العار . ,negative
لا تتوقف الحياة  بسبب بعض خيبات الأمل  .فالوقت لا يتوقف  عندما تتعطل الساعة . ,positive
الحياة مملة بدون هدف تسعى لتحقيقه . اسعى دائما لتحقيق كل ما بتتمناه . ,positive
 فكر زبالة هنقول ايه . ,negative
 ده كان فى الادب بتاع ثانوى ايام و الله ما كونتش بحفظه  . ,negative
دول شوية ناس مطبلاتيه معندهمش كرامة . ,negative
الاهمال بالاهمال مبدأ جميل . ,negative
برافو عليكى  .ست بمليون راجل . ,positive
اجدك أنت إبتسسامه مخبأه  بداخلي  ˛ أشعر بها كلما إحتجت ﻟفرح . ,positive
جميلة تلك الفتاة التي بروح طفله ، وبثقافة مسنه ، و بغيرتها على نفسها كغيرة رجل على عرضه . ,positive
ده انتى دماغك طقه خالص . ,negative
شوفوا الفيديو ده .علشان تعرفوا ان ليا حق اتجنن. ,negative
يسقط حكم المرشد الكلب . ,negative
كالعاده أكتب لك فيتأثر غيرك. أصلاً عادي. ,negative
